,artista,listeners,playcount,biografia,artistas_similares
839,Midrift,316629,4649102,"Midrift is a California-based shoegaze band consisting of Gus Mehrkam, Manoa Neukermans, and Kai Neukermans <a href=""https://www.last.fm/music/Midrift"">Read more on Last.fm</a>","['Zeruel', 'Scarlet House', 'sodistilled', 'FlyingFish']"
840,Dylan Scott,138128,1927318,"Curb Records recording artist Dylan Scott is a triple threat — a powerful vocalist with a deep, unmistakable drawl; an old-soul songwriter with a young spirit; and a family man with a tender heart.

The multi-Platinum singer has notched two #1 singles at radio (“My Girl” and “Nobody”), as well as Top 5 hit “Hooked.” Following his first career nomination for “Best New Country Artist” at the all-genre iHeartRadio Music Awards and a coveted spot among Country Radio Seminar’s New Faces of Country Music <a href=""https://www.last.fm/music/Dylan+Scott"">Read more on Last.fm</a>","['Jordan Davis', 'Tyler Hubbard', 'Russell Dickerson', 'Cole Swindell']"
841,The Elovaters,26590,339174,"The Elovaters are a Boston-based American reggae group formed in 2014. <a href=""https://www.last.fm/music/The+Elovaters"">Read more on Last.fm</a>","['The Movement', 'DENM', 'Arise Roots', 'Stick Figure']"
842,Dirty Heads,216982,2849298,"Rooted in the Orange County community of Huntington Beach, the Dirty Heads emerged onto the Southern California music scene with their unique signature blend of acoustic infused hip-hop and classic reggae, creating the perfect soundtrack to an upbeat, sun-soaked California.

Founding band members Jared Watson and guitarist/vocalist Dustin Bushnell met in 1996 while in high school, embarking on a friendship based on music, as well as their shared passion for surfing, skating and the endless party of the laid-back SoCal lifestyle.  <a href=""https://www.last.fm/music/+noredirect/Dirty+Heads"">Read more on Last.fm</a>",[]
843,The Cardigans,2864243,62106121,"The Cardigans is a Swedish band that formed in Jönköping, Småland, Sweden in 1992. The band's musical style has varied greatly from album to album; encompassing their early indie-leanings passing through '60s-inspired pop and more band-based rock. Their current lineup is Nina Persson on vocals, Peter Svensson on lead guitar, Magnus Sveningsson on bass guitar,  Bengt Lagerberg on drums and Lars-Olof Johansson on keyboards and guitar. 

The five-piece met as teenagers in Jönköping <a href=""https://www.last.fm/music/The+Cardigans"">Read more on Last.fm</a>","['A Camp', 'Sixpence None the Richer', 'Garbage', 'No Doubt']"
844,Matthew West,191759,2445581,"Matthew Joseph West, born on April 25, 1977, in Downers Grove, Illinois, is a popular Christian singer-songwriter. He was raised in a suburb of Chicago, IL, where he discovered music at an early age. As the son of a minister, he grew up in the front pew, listening to his mom harmonize and following her lead. By the time he reached high school, Matthew remained involved in music and received a scholarship to study music at Millikin University in Illinois. <a href=""https://www.last.fm/music/Matthew+West"">Read more on Last.fm</a>","['MercyMe', 'Big Daddy Weave', 'Casting Crowns', 'Jeremy Camp']"
845,Thirty Seconds to Mars,799766,16397129,"Thirty Seconds to Mars (commonly stylized as 30 Seconds to Mars) is an American Alternative Rock band, Founded in 1998 in Los Angeles, California, United States by Jared Leto and his brother, Shannon, Thirty Seconds to Mars initially began as a small family project. Matt Wachter later joined the band as bassist and keyboard player. After working with a number of guitarists (including Kevin Drake and Solon Bixler), the band auditioned Tomo Miličević to complete the band's official roster. <a href=""https://www.last.fm/music/+noredirect/Thirty+Seconds+to+Mars"">Read more on Last.fm</a>",[]
846,Phil Wickham,200309,4969458,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>","['Elevation Worship', 'Chris Tomlin', 'Cody Carnes', 'Brandon Lake']"
847,Beach House,2778330,181710413,"Beach House is an American dream pop band that formed in 2004 at Baltimore, Maryland, United States. The group consists of Victoria Legrand  (vocals, organ), who is the niece of French composer Michel Legrand, and Alex Scally (guitar, keyboards). Since their formation, the group has released eight studio albums: Beach House (2006), Devotion (2008), Teen Dream (2010), Bloom (2012), Depression Cherry (2015), Thank Your Lucky Stars (2015), 7 (2018), and Once Twice Melody (2022). <a href=""https://www.last.fm/music/Beach+House"">Read more on Last.fm</a>","['Alvvays', 'Slowdive', ""Melody's Echo Chamber"", 'Wild Nothing']"
848,Måneskin,1402986,73931486,"Måneskin (Italian pronunciation: ˈmɔːneskin, Danish: ˈmɔːnəˌske̝nˀ, Danish for 'moonshine' or 'moonlight') is an Italian glam rock and funk rock band from Rome, consisting of lead vocalist Damiano David, bassist Victoria De Angelis, guitarist Thomas Raggi, and drummer Ethan Torchio. 
The band rose to fame after finishing second in the eleventh season of the Italian talent show X Factor in 2017. Måneskin won the Sanremo Music Festival 2021 and the Eurovision Song Contest 2021 with the song ZITTI E BUONI  (lit. 'Shut up and behave'). <a href=""https://www.last.fm/music/M%C3%A5neskin"">Read more on Last.fm</a>","['Palaye Royale', 'Mahmood', 'Marco Mengoni', 'Nothing But Thieves']"
849,Sophie Powers,106056,1330579,"Sophie Luborsky, known professionally as Sophie Powers,  is a Canadian  alt-pop  artist based in Toronto, ON. Her sound combines the crunchy sound of punk with today’s hip-hop and pop.

At just 20 years old, Sophie Powers is the bold voice of a new generation. She understands the unique pressures of modern girlhood and uses her experience to write unfiltered, devil-may-care anthems about the ups and downs of being yourself. One minute, she’s confident and cool <a href=""https://www.last.fm/music/Sophie+Powers"">Read more on Last.fm</a>","['bludnymph', 'FKA Rayne', 'Tillie', 'Mothica']"
850,Sufjan Stevens,3238735,228981434,"Sufjan Stevens (Born July 1, 1975) is an American musician, songwriter, and multi-instrumentalist from Petoskey, Michigan. He is known for his lyrically focused and instrumentally rich songs that often relate to faith and family. He has enjoyed wide critical success in the United States. He is considered part of the folk revival through indie pop, but his influences are very broad, including experimental electronic music, the jazz of Vince Guaraldi, and the academic minimalism of Steve Reich and Philip Glass.  <a href=""https://www.last.fm/music/Sufjan+Stevens"">Read more on Last.fm</a>","['Angelo De Augustine', 'Fleet Foxes', 'Bon Iver', 'Big Thief']"
851,Fall Out Boy,4181181,287954302,"Fall Out Boy are a pop punk band formed in 2001 in Glenview, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>","['Patrick Stump', 'Cobra Starship', 'The Academy Is...', 'Panic! at the Disco']"
852,Metallica,4235958,410421128,"Metallica is an American heavy metal band. The band was formed in 1981 in Los Angeles by vocalist/guitarist James Hetfield and drummer Lars Ulrich, and has been based in San Francisco for most of its career. The band's fast tempos, instrumentals and aggressive musicianship made them one of the founding ""big four"" bands of thrash metal, alongside Megadeth, Anthrax and Slayer. Metallica's current lineup comprises founding members and primary songwriters Hetfield and Ulrich, longtime lead guitarist Kirk Hammett and bassist Robert Trujillo. <a href=""https://www.last.fm/music/Metallica"">Read more on Last.fm</a>","['Megadeth', 'Pantera', 'Slayer', 'Anthrax']"
853,Ray Smith,70984,294884,"Ray Smith, born October 30, 1934, died November 29, 1979 (suicide) birthplace Melber, Kentucky. Raised in Paducah, Kentucky, Ray Smith was taught piano at an early age and performed cowboy songs in school. As a teen he was a moonshine bootlegger with his brother-in-law and also worked for Coca-Cola. After a stint in the Air Force, Ray decided to jump on the burgeoning new rock and roll bandwagon, even though he admitted later that at first he hated rock and roll and his main influence was not Elvis, but Faron Young. <a href=""https://www.last.fm/music/Ray+Smith"">Read more on Last.fm</a>","['Warren Smith', 'Johnny Bond', 'Guy Mitchell', 'Dion DiMucci']"
854,Hitsujibungaku,125933,2517027,"Hitsuji Bungaku (羊文学) is a rock trio from Tokyo, whose name translates to ""Sheep Literature"". They started in 2011 when they were freshmen in high school. The members are Moeka Shiotsuka  (guitar, vocals), Hiroa Fukuda (drums) and Yurika (bass).

Originally a 5-piece all-girl high school band that covered songs by チャットモンチー, GO!GO!7188 and Sambomaster, they began writing their own songs and performing locally around Tokyo. In 2013, as high school seniors they were finalists in the Yokohama Highschool Music Festival. <a href=""https://www.last.fm/music/Hitsujibungaku"">Read more on Last.fm</a>","['KinokoTeikoku', 'Chilli Beans.', 'Regal Lily', 'Kinoko Teikoku']"
855,Thirty Seconds to Mars,799766,16397129,"Thirty Seconds to Mars (commonly stylized as 30 Seconds to Mars) is an American Alternative Rock band, Founded in 1998 in Los Angeles, California, United States by Jared Leto and his brother, Shannon, Thirty Seconds to Mars initially began as a small family project. Matt Wachter later joined the band as bassist and keyboard player. After working with a number of guitarists (including Kevin Drake and Solon Bixler), the band auditioned Tomo Miličević to complete the band's official roster. <a href=""https://www.last.fm/music/+noredirect/Thirty+Seconds+to+Mars"">Read more on Last.fm</a>",[]
856,Ray Bull,56693,519709,"Ray Bull is an American indie-pop duo from Brooklyn. <a href=""https://www.last.fm/music/Ray+Bull"">Read more on Last.fm</a>","['Tors', 'Ethan Tasch', 'Royel Otis', 'Abby Sage']"
857,Switchfoot,1108931,27656932,"Switchfoot is a Grammy-winning alternative rock band from San Diego, California, United States. The band was formed in 1996 with the brothers Jon Foreman (lead singer/guitarist) and Tim Foreman (bass). Long-time friend Chad Butler (drums) joined soon after.  Eventually the band evolved to what it is today with the addition of members Jerome Fontamillas (key/guitar/electronics - formerly of Mortal and Fold Zandura) and Drew Shirley (guitar - formerly of All Together Separate).  <a href=""https://www.last.fm/music/Switchfoot"">Read more on Last.fm</a>","['Relient K', 'Jars of Clay', 'NEEDTOBREATHE', 'Audio Adrenaline']"
858,✝✝✝ (Crosses),266038,7108395,"Crosses (usually stylized as †††) is the musical side project of Deftones singer Chino Moreno, Far guitarist Shaun Lopez and Chuck Doom, based in Los Angeles, California, USA and formed in 2011. Moreno described the project as ""minimal and soothing and it's sort of like the stuff I like listening to when I'm not screaming my head off. <a href=""https://www.last.fm/music/%E2%9C%9D%E2%9C%9D%E2%9C%9D+(Crosses)"">Read more on Last.fm</a>","['Team Sleep', 'Deftones', 'Chino Moreno', 'How to Destroy Angels']"
