,artista,listeners,playcount,biografia,artistas_similares
810,Margaux Bret,2,2," <a href=""https://www.last.fm/music/Margaux+Bret"">Read more on Last.fm</a>",[]
811,Tokischa,300357,4529419,"Tokischa Altagracia Peralta (San Felipe de Puerto Plata, Dominican Republic, March 17, 1996), known simply as Tokischa, is a Dominican rapper and vedette. She has collaborated with international artists, such as J Balvin, Rosalía, Madonna, Anuel AA and Ozuna. She was invited to the celebrated Billboard Latin Music Awards.

After working as a model for renowned photographer Raymi Paulus, she was offered to enter the music industry. She signed a recording contract with Paulus Music and released her debut single ""Pícala"" <a href=""https://www.last.fm/music/Tokischa"">Read more on Last.fm</a>","['El Alfa', 'Bad Gyal', 'BEA PELEA', 'Bizarrap']"
812,Onda Moderna,100,334," <a href=""https://www.last.fm/music/Onda+Moderna"">Read more on Last.fm</a>","['CHUWI', 'Seba Otero', 'Andrea Cruz', 'Lizbeth Roman']"
813,Jarina De Marco,38074,162595,"Jarina De Marco: Born in the Dominican Republic, this Brooklyn based artist traveled the world as a child with her Dominican mother's Irka Mateo (noted musician and folkloric researcher) and Brazilian father's Tadeu De Marco (composer and band leader) Caribbean/Brazilian Jazz Fusion band. Growing up in Santo Domingo, Montreal, Brazil and finally Brooklyn, Jarina brings these diverse cultures together in her original Folkloric Tropical Pop. Jarina <a href=""https://www.last.fm/music/Jarina+De+Marco"">Read more on Last.fm</a>","['Betta Lemme', 'Sofia Reyes', 'Bomba Estéreo', 'Kiiara']"
814,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
815,Milos,11644,53349," <a href=""https://www.last.fm/music/Milos"">Read more on Last.fm</a>","['Franco Cangelli', 'Бондарчук', 'Мята', 'Dafluke']"
816,Anitta,928037,111813209,"Larissa de Macedo Machado, known professionally as Anitta, is a Brazilian singer, songwriter, dancer, businesswoman and TV presenter. She rose to national fame with the release of her single ""Show das Poderosas"" in 2013.

After achieving commercial success with her debut single ""Meiga e Abusada"" in 2012, she signed a recording contract with Warner Music Brazil in January 2013. In July of the same year, she released her self-titled debut album which produced four successful singles and was certified platinum in Brazil. <a href=""https://www.last.fm/music/Anitta"">Read more on Last.fm</a>","['Zaac', 'PEDRO SAMPAIO', 'Luísa Sonza', 'Pabllo Vittar']"
817,La Mejor Música Electrónica,2745,20534," <a href=""https://www.last.fm/music/La+Mejor+M%C3%BAsica+Electr%C3%B3nica"">Read more on Last.fm</a>","['Fitness Dj', 'Gucx Music', 'Entrenamiento Fisico', 'DJ Zayn']"
818,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
819,Elena Rose,38355,273604,"Andrea Elena Mangiamarchi (Miami, 23 de marzo de 1995),1​ conocida por su nombre artístico Elena Rose, es una cantante, productora y compositora estadounidense-venezolana. Ha trabajado conBecky G, Rauw Alejandro, TINI, CNCO, Selena Gomez, Sech, entre otros. Su sencillo « Caracas en el 2000» junto a Danny Ocean y Jerry Di, alcanzó el puesto #3 en Spotify Venezuela. <a href=""https://www.last.fm/music/Elena+Rose"">Read more on Last.fm</a>","['Rawayana', 'Danny Ocean', 'Lagos', 'Mau y Ricky']"
820,Cabra,4672,28184,"Alexander Arroyo, better known by his stage name Cabra, is a Guitar-playing artist & producer from New York who makes music from his bedroom studio.

He released his first official song ""Droptop Bebop, ACT I"" on January 4, 2020. <a href=""https://www.last.fm/music/Cabra"">Read more on Last.fm</a>","['Trending Tropics', 'Seba Otero', 'Mabiland', 'Los Rarxs']"
821,Rema,746015,13323516,"Rema (birth name Divine Ikubor)  is a Nigerian afrobeat and hip-hop artist from Benin City, Edo State. His critically acclaimed EPs have changed the wave of hip-hop/trap in Nigeria, with the songs ""Iron Man"" and ""Spiderman"" were featured on Obama's music list in 2019, while ""Dumebi"" was a global hit. His debut album Rave & Roses was released on March 25, 2022. <a href=""https://www.last.fm/music/Rema"">Read more on Last.fm</a>","['Victony', 'Omah Lay', 'Asake', 'Wizkid']"
822,Ságan,7565,56619," <a href=""https://www.last.fm/music/S%C3%A1gan"">Read more on Last.fm</a>","['Mr. Bleat', 'Cero39', 'Las Yumbeñas', 'mitu']"
823,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
824,Marc Seguí,134124,2175177," <a href=""https://www.last.fm/music/Marc+Segu%C3%AD"">Read more on Last.fm</a>","['Pol Granch', 'Álvaro De Luna', 'Samuraï', 'Recycled J']"
825,Jhayco,271470,9078777,"Jesús Manuel Nieves Cortez (born April 9, 1993), known professionally as Jhayco (formerly Jhay Cortez), is a Puerto Rican singer and rapper from Río Piedras, San Juan. After releasing multiple EPs, his debut studio album, Famouz, was released in 2019. The album contained features from J Balvin, Bad Bunny, Rafa Pabön, C. Tangana, Almighty, Tainy & Zion y Lennox. The album also contained his breakout songs No Me Conoce and No Me Conoce - Remix.
 <a href=""https://www.last.fm/music/Jhayco"">Read more on Last.fm</a>","['Mora', 'Myke Towers', 'Anuel AA', 'Feid']"
826,tropiezo,1627,34926,"Tropiezo has been a key project in the punk/hardcore movement in Puerto Rico since 1997. They have earned great respect in and outside this particular circuit by representing the core spirit of the Discos de Hoy project, and having helped the meeting and scene-sharing between local and outside bands. Their discography is of considerable size, including split-CDs with bands from North America, Europe and the Dominican Republic. Their songs are brief and to the point, creating a sense of euphoria in their live shows. <a href=""https://www.last.fm/music/tropiezo"">Read more on Last.fm</a>","['Un Final Fatal', 'La Armada Roja', 'Golpe Justo', 'Cojoba']"
827,Campo-Formio,1287,27774,"Campo-Formio es una agrupación musical de la isla de Puerto Rico. Sus miembros son Fernando Quintero (Guitarra/vox), Ricardo Perez (Bajo/vox) y Diego Bernal (Batería). Es una banda que aplasta las caras de sus espectadores con volúmenes altamente dañinos a los que nadie debería exponerse. Campo-Formio ha lanzado y autogestionado 4 producciones discograficas. Un E.P. titulado ""EP 28/11/2008"", ""AZ's"", vinilo de 10"" llamado ""Spooky Fools"" y otro vinilo de 7"" llamado Crackman. <a href=""https://www.last.fm/music/Campo-Formio"">Read more on Last.fm</a>","['Los Nervios', 'Superaquello', 'Dávila 666', 'Juventud Crasa']"
828,Sueco,277375,11441984,"William Schultz (b. January 28, 1997), better known by his stage name Sueco, (previously Sueco The Child), is an American rapper and producer coming from Los Angeles, California.

Sueco started gaining attention by uploading various videos on Instagram of him making beats out of many different things, but he didn’t reach the mainstream attention until his hit single “fast” (originally released on April 1, 2019) blew up out of no where due to it going viral on TikTok. <a href=""https://www.last.fm/music/Sueco"">Read more on Last.fm</a>","['MOD SUN', 'Machine Gun Kelly', 'Magnolia Park', 'jxdn']"
829,Bhietxa,516,1382," <a href=""https://www.last.fm/music/Bhietxa"">Read more on Last.fm</a>","['Cocó Cecé', 'Sammi Sanchez', 'Flor de Jamaica', 'Sebastian Maschat']"
830,Llane,21779,163497,"Llane (born Juan David Castaño Montoya on January 20, 1990 in Medellín, Colombia) is a Colombian singer, formerly a member of the group Piso 21 and now a solo artist <a href=""https://www.last.fm/music/Llane"">Read more on Last.fm</a>","['Nibal', 'Alejandro Santamaria', 'Dylan Fuentes', 'Yera']"
831,Words Four Two,87,476," <a href=""https://www.last.fm/music/Words+Four+Two"">Read more on Last.fm</a>","['Vivanativa', 'Fiel a La Vega', 'Circo', 'Ignacio Peña']"
832,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
833,Illegal Nobility,432,1648," <a href=""https://www.last.fm/music/Illegal+Nobility"">Read more on Last.fm</a>","['5ZYL', 'RLGN', 'Primit', 'Re:Drum']"
834,Mint Field,46100,466443,"Mint Field is Mexican duo Amor Amezcua and Estrella Sanchez  from Tijuana.

Comprised of 21-year-olds Estrella Sanchez (vocals & guitar) and Amor Amezcua (drums & synths), Mint Field’s sound is organic, spacious, and inhabited by specters that lurk behind rhythms, where Estrella’s angelic voice evokes a supernatural world of beauty and melancholy.

Their record, Pasar De Las Luces, first for LA-based Innovative Leisure Records, is “a compilation of our lives from two years ago to now” says the band. <a href=""https://www.last.fm/music/Mint+Field"">Read more on Last.fm</a>","['unperro andaluz', 'Sonic Emerson', 'El Shirota', 'Margaritas Podridas']"
835,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
836,Seba Otero,831,3022," <a href=""https://www.last.fm/music/Seba+Otero"">Read more on Last.fm</a>","['CHUWI', 'Dogos', 'Gyanma', 'Chango Menas']"
837,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
838,Karol G,1041408,45673275,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>","['Natti Natasha', 'Becky G', 'Maria Becerra', 'Manuel Turizo']"
839,Piso 21,259152,4367018,"Juan David Castaño (el llanero), David Escobar (Dim), Juan David Huertas (El profe) y Pablo Mejía (Pablito), son los integrantes del grupo que ahora suena en las emisoras de la ciudad de medellin, Piso 21.

El mayor tiene solo 26 años y el menor 21. Son jóvenes, sí, pero ya son conscientes de su éxito y más que un grupo, ellos se consideran una familia, pues lo más importante, antes de cantar, es la unión y la lealtad a su amistad.

Todo <a href=""https://www.last.fm/music/Piso+21"">Read more on Last.fm</a>","['Manuel Turizo', 'Cali & El Dandee', 'Maluma', 'Mau y Ricky']"
